목적지명,목적지X좌표,목적지Y좌표,목적지시군구명,목적지읍면동명,대분류,중분류,소분류,방문건수
CU/백제보점,126.941720129202,36.3174670930817,부여군,부여읍,쇼핑,대형유통점,편의점,3
CU/부여홍산점,126.759459434374,36.2137279021245,부여군,홍산면,쇼핑,대형유통점,편의점,3
DC킹마트/부여점,126.9254712599208,36.283586276883,부여군,부여읍,쇼핑,쇼핑기타,쇼핑기타,4
K-water/금강보관리단,126.940609119534,36.317161566096,부여군,부여읍,쇼핑,건축자재,페인트/유리,9
KT/부여지점,126.91238972795152,36.279582355692646,부여군,부여읍,기업/단체,주요그룹,KT,6
S무인텔,126.89825179641667,36.31482826142988,부여군,규암면,여행/레저,숙박,모텔/여관,6
VIP모텔,126.91127873618268,36.27716595804321,부여군,부여읍,여행/레저,숙박,모텔/여관,6
가곡교회,126.844811898911,36.3394084955389,부여군,은산면,생활편의,종교,교회시설,3
가롯네소류지,126.742988554507,36.2285316823628,부여군,홍산면,여행/레저,관광명소,호수,4
가장맛있는족발/부여점,126.90858451004873,36.27966565831402,부여군,부여읍,생활편의,음식점,전문음식점,3
간곡서원,126.908640882914,36.1824822764313,부여군,임천면,여행/레저,관광명소,문화유적지,3
감동펜션,126.907473537391,36.274999516903,부여군,부여읍,여행/레저,숙박,펜션,7
강가모텔,126.88972511983388,36.27449947506016,부여군,규암면,여행/레저,숙박,모텔/여관,3
건양대학교부여병원,126.90169626859868,36.27555497700856,부여군,부여읍,의료편의,의료시설,종합병원,37
경둔1리마을회관,126.827730349542,36.3082452865858,부여군,은산면,기업/단체,사회시설,회관,3
계백관,126.922777656727,36.2838597042998,부여군,부여읍,생활편의,음식점,한식,3
고란사,126.91319510097888,36.29260865420433,부여군,부여읍,생활편의,종교,절,7
고란사선착장,126.91311177410957,36.2927197521944,부여군,부여읍,교통편의,교통시설,항구,6
고란초모텔,126.911584239766,36.280082294258,부여군,부여읍,여행/레저,숙박,모텔/여관,8
고봉민김밥인부여점/부여점,126.910306564023,36.2814432432315,부여군,부여읍,생활편의,음식점,분식,3
골프가족텔,126.89723682585162,36.31756610991648,부여군,규암면,여행/레저,숙박,모텔/여관,6
광일산업,126.832147057482,36.2566400794885,부여군,구룡면,기업/단체,업종별기업,종이 목재,3
구드래119번길무인텔,126.909806577526,36.285081714901,부여군,부여읍,여행/레저,숙박,모텔/여관,6
구드래돌쌈밥,126.909612148245,36.2853316853433,부여군,부여읍,생활편의,음식점,한식,19
구드래보리밥,126.910973150854,36.283859638387,부여군,부여읍,생활편의,음식점,한식,15
구드래선착장,126.907723387849,36.2899700353435,부여군,부여읍,교통편의,교통시설,항구,677
구드래조각공원,126.90711235636886,36.2869981482423,부여군,부여읍,여행/레저,관광명소,공원,71
구드래한우타운,126.91003327797006,36.28488278946794,부여군,부여읍,생활편의,음식점,한식,7
구드래황토정,126.885836540257,36.278804518645,부여군,규암면,생활편의,음식점,한식,6
구봉리1리마을회관,126.838090948594,36.2595842213538,부여군,구룡면,기업/단체,사회시설,회관,3
국립부여박물관,126.91900027846316,36.27638831191826,부여군,부여읍,생활편의,문화생활시설,박물관/기념관,1590
국립부여박물관사비마루,126.917056004762,36.2766382725973,부여군,부여읍,생활편의,문화생활시설,박물관/기념관,6
굿뜨래웰빙마을,126.93054964700777,36.27555797173818,부여군,부여읍,여행/레저,관광명소,관광명소기타,12
궁남지,126.91222316064965,36.26963904275301,부여군,부여읍,여행/레저,관광명소,문화유적지,2942
궁남추어탕,126.912417537987,36.275499487525,부여군,부여읍,생활편의,음식점,한식,6
규암보건지소,126.85688391592764,36.26901290531961,부여군,규암면,의료편의,의료시설,보건소/지소,4
그린메이트,126.91233883163414,36.2772593766591,부여군,부여읍,생활편의,카페,카페기타,6
금강문화관,126.940609119296,36.3171893407095,부여군,부여읍,생활편의,문화생활시설,문화생활시설기타,3
금강수상레저타운,126.874561076425,36.12262778447,부여군,양화면,여행/레저,레저/스포츠,수상해양스포츠,3
금공리마을회관,126.853838913415,36.3346590871376,부여군,은산면,기업/단체,사회시설,회관,3
금반향,126.711463138392,36.282164289273,부여군,외산면,생활편의,카페,카페기타,4
기흥산업,126.908112361452,36.2759438573548,부여군,부여읍,기업/단체,업종별기업,업종별기업기타,4
김밥천국,126.911500910298,36.2804989130077,부여군,부여읍,생활편의,음식점,분식,4
나성한옥,126.924499649071,36.2928586889107,부여군,부여읍,여행/레저,숙박,펜션,3
낙화암,126.91233406738984,36.29249755094072,부여군,부여읍,여행/레저,관광명소,문화유적지,536
남일철물,126.912417475609,36.2828319857201,부여군,부여읍,생활편의,생활서비스,철물점,6
남촌4리마을회관,126.75912615778,36.2104504957183,부여군,홍산면,기업/단체,사회시설,회관,3
내안의숲오토캠핑장,126.7461275244346,36.18487000418528,부여군,옥산면,여행/레저,레저/스포츠,캠프장,78
노브랜드버거/충남부여점,126.912417483173,36.281943198064,부여군,부여읍,생활편의,음식점,패스트푸드,3
농업회사법인우듬지팜,126.85938414313978,36.26590245578132,부여군,규암면,기업/단체,업종별기업,업종별기업기타,3
높은댕이,126.954691249932,36.3113845256537,부여군,부여읍,생활편의,카페,카페기타,24
높은댕이,126.95469124993244,36.31138452565372,부여군,부여읍,생활편의,카페,카페기타,66
느루캠핑장,126.88769138317564,36.23761489149079,부여군,장암면,여행/레저,레저/스포츠,캠프장,84
늘푸른성결교회,126.932138083566,36.2665006224119,부여군,부여읍,생활편의,종교,교회시설,3
다이소/부여규암점,126.861838738127,36.2712774651163,부여군,규암면,쇼핑,생활용품,다이소,3
다이소/부여점,126.909695520005,36.2799434106522,부여군,부여읍,쇼핑,생활용품,다이소,9
달을품은한옥,126.927499388237,36.2921643403422,부여군,부여읍,여행/레저,숙박,펜션,5
대백제전/(부여),126.90679512557182,36.30696414836373,부여군,규암면,여행/레저,관광명소,축제,1745
대성각/[중식],127.002798595272,36.2519471202759,부여군,석성면,생활편의,음식점,중식,4
대오,127.032879006677,36.2808606657394,부여군,초촌면,기업/단체,업종별기업,음식료업,7
대조사,126.90068143495546,36.19086377062155,부여군,임천면,생활편의,종교,절,17
대한폴리텍/부여공장,126.91039811381891,36.16543471979301,부여군,임천면,기업/단체,업종별기업,제조업,3
동방아그로/부여공장,126.851590900884,36.1216833216637,부여군,양화면,기업/단체,업종별기업,화학,6
드림팜유통,127.003937476945,36.2410039276942,부여군,석성면,쇼핑,음식료,음식료기타,3
딴펄감리교회,126.889503040874,36.2599178011723,부여군,규암면,생활편의,종교,교회시설,3
라라코스트/부여점,126.910806549096,36.2779714192283,부여군,부여읍,생활편의,음식점,전문음식점,6
라복교회,126.857644586046,36.2808319090692,부여군,규암면,생활편의,종교,교회시설,3
롯데리아/부여아울렛점,126.90229132695292,36.30693725654541,부여군,규암면,생활편의,음식점,패스트푸드,106
롯데리아/신부여점,126.91080652830796,36.28041558529159,부여군,부여읍,생활편의,음식점,패스트푸드,3
롯데리조트/부여,126.900585015881,36.303829527691,부여군,규암면,여행/레저,숙박,콘도/리조트,3362
롯데리조트부여/아쿠아가든,126.89996953203286,36.30421373343992,부여군,규암면,여행/레저,레저/스포츠,레저/스포츠기타,9
롯데스카이힐/부여컨트리클럽,126.90941756212476,36.30399622468398,부여군,규암면,여행/레저,레저/스포츠,골프장,472
롯데아울렛/부여점,126.90227928311494,36.30694029382644,부여군,규암면,쇼핑,아울렛,롯데아울렛,10786
롯데하이마트/부여점,126.90519028792733,36.27752714223245,부여군,부여읍,쇼핑,대형유통점,전자제품판매,3
마정보건진료소,126.84222159178148,36.21623909062937,부여군,남면,의료편의,의료시설,보건소/지소,4
만다린/[중식],126.91288844859224,36.28269498337036,부여군,부여읍,생활편의,음식점,중식,14
만수노인복지원,126.699325205172,36.2972736121099,부여군,외산면,의료편의,기타의료시설,요양원,11
만수산자연휴양림,126.71135157347358,36.338046805569405,부여군,외산면,여행/레저,관광명소,자연휴양림,42
맛소네,126.90810715064003,36.30506118624824,부여군,규암면,생활편의,음식점,한식,6
메가커피/부여터미널점,126.9107430923911,36.281830760957135,부여군,부여읍,생활편의,카페,커피전문점,3
메밀꽃필무렵,126.922913646543,36.29116006759556,부여군,부여읍,생활편의,음식점,한식,128
명륜진사갈비/충남부여점,126.906529144107,36.2788601830411,부여군,부여읍,생활편의,음식점,한식,3
명진모텔,126.919889029665,36.2832764212606,부여군,부여읍,여행/레저,숙박,모텔/여관,19
명진사우나,126.919916804736,36.28330419603,부여군,부여읍,생활편의,생활서비스,목욕탕/사우나,4
무드빌리지,126.9245167,36.2928562,부여군,부여읍,생활편의,카페,카페기타,193
무량사,126.693325574172,36.3172435246773,부여군,외산면,생활편의,종교,절,133
무인텔골프하늘창,126.897918470487,36.317439073167,부여군,규암면,여행/레저,숙박,모텔/여관,3
무진암,126.6929384,36.3141822,부여군,외산면,생활편의,종교,절,3
미니스톱/부여점,126.911278712796,36.279915644867,부여군,부여읍,쇼핑,대형유통점,편의점,4
미락원,126.906223695237,36.2695001362521,부여군,부여읍,생활편의,음식점,한식,6
미암사,126.767958130516,36.2796926564635,부여군,내산면,생활편의,종교,절,3
발리하우스,126.911306506058,36.27780477433,부여군,부여읍,여행/레저,숙박,모텔/여관,4
배꼽,126.91876718225149,36.28327817881704,부여군,부여읍,생활편의,음식점,한식,4
백강막국수,126.893224740057,36.282581907243,부여군,규암면,생활편의,음식점,한식,3
백마가든,126.78590908935293,36.35072972520027,부여군,은산면,생활편의,음식점,한식,20
백마강레저파크,126.915861449277,36.302135361596,부여군,규암면,여행/레저,레저/스포츠,캠프장,14
백마강물억새생태공원,126.904446122889,36.2639174287836,부여군,부여읍,여행/레저,관광명소,공원,3
백마강코스모스단지,126.90170146057112,36.28429255875426,부여군,부여읍,여행/레저,관광명소,관광단지,65
백마강테마파크,126.900946390682,36.2690279384227,부여군,부여읍,여행/레저,레저/스포츠,테마파크,35
백마강테마파크전망대,126.90117323680072,36.26898938240024,부여군,부여읍,여행/레저,관광명소,전망대,3
백마렉카크레인,126.905918109047,36.2763049151142,부여군,부여읍,기업/단체,업종별기업,업종별기업기타,3
백제CC,126.7907333120215,36.34754615727559,부여군,은산면,여행/레저,레저/스포츠,골프장,1641
백제궁수라간,126.91768023865144,36.306409508477856,부여군,규암면,생활편의,음식점,한식,7
백제기와문화관,126.915195324302,36.245419594813,부여군,장암면,생활편의,문화생활시설,박물관/기념관,3
백제문화단지,126.906695559534,36.3066347977416,부여군,규암면,여행/레저,관광명소,관광단지,8446
백제문화제재단,126.898974037432,36.3050793762982,부여군,규암면,기업/단체,각종단체,재단,6
백제보인증센터,126.942331187389,36.3173004488349,부여군,부여읍,여행/레저,여행/레저기타,여행/레저기타,9
백제역사문화관,126.90533458037729,36.305357157931645,부여군,규암면,생활편의,문화생활시설,전시장,21
백제해장국,126.894918877584,36.3009687109232,부여군,규암면,생활편의,음식점,한식,47
백제향,126.91241753916772,36.27536061445235,부여군,부여읍,생활편의,카페,카페기타,3
벧엘노인복지센터,126.9901158465218,36.23719559954368,부여군,석성면,기업/단체,사회시설,사회복지시설,4
별표비니루,127.002465269839,36.2544746084961,부여군,석성면,기업/단체,업종별기업,화학,4
보리사,126.987438135191,36.3348542586856,부여군,부여읍,생활편의,종교,절,3
복금2리마을회관,126.842785627583,36.1817319989736,부여군,충화면,기업/단체,사회시설,회관,3
복마트,126.880920356664,36.2733884415773,부여군,규암면,쇼핑,슈퍼/마트,슈퍼/마트 기타,6
부소산성,126.91530607002784,36.28724816549565,부여군,부여읍,여행/레저,관광명소,성,938
부여5일장,126.90502927795,36.2788046254537,부여군,부여읍,쇼핑,시장,시장기타,6
부여계량소,126.930249199904,36.2855817721649,부여군,부여읍,기업/단체,업종별기업,업종별기업기타,4
부여곤충나라,126.849228699595,36.2770822896578,부여군,규암면,여행/레저,관광명소,체험학습,3
부여공영주차타워,126.91165799136807,36.27958269873474,부여군,부여읍,교통편의,자동차시설,주차장,3
부여관광,126.9142598041895,36.283416454828256,부여군,부여읍,여행/레저,레저/스포츠,여행사,30
부여관광유스텔,126.93149907857352,36.28677608757421,부여군,부여읍,여행/레저,숙박,유스호스텔,3
부여관북리백제유적,126.912778540428,36.284498464587,부여군,부여읍,여행/레저,관광명소,문화유적지,3
부여국민체육센터,126.862949688741,36.2785821947383,부여군,규암면,여행/레저,레저/스포츠,종합스포츠센타,13
부여군공공급식센터,126.9011448,36.2453356,부여군,장암면,기업/단체,각종단체,센터,6
부여군농업기술센터,126.84331270924,36.259250954779,부여군,규암면,기업/단체,각종단체,센터,16
부여군민체육관,126.913084133099,36.2769437711966,부여군,부여읍,여행/레저,레저/스포츠,운동장/체육관,26
부여군보건소,126.9093857,36.2829795,부여군,부여읍,의료편의,의료시설,보건소/지소,27
부여군유스호스텔,126.9171393084648,36.27924908682344,부여군,부여읍,여행/레저,숙박,유스호스텔,12
부여군장애인종합복지관,126.87122677497588,36.27330506395632,부여군,규암면,기업/단체,사회시설,사회복지시설,3
부여군지역공동체활성화재단,126.9114938185818,36.28135174521924,부여군,부여읍,기업/단체,각종단체,재단,3
부여군청소년수련원,126.8250741,36.1459376,부여군,충화면,여행/레저,레저/스포츠,수련장,10
부여기와마을,126.937331745318,36.3040797047685,부여군,부여읍,여행/레저,관광명소,체험학습,6
부여길벗민박,126.90900578004867,36.28443714141703,부여군,부여읍,여행/레저,숙박,민박,3
부여꽃백화점,126.924999680659,36.2839430405619,부여군,부여읍,생활편의,생활서비스,꽃집,3
부여노인전문병원,126.86943736385194,36.275594543311655,부여군,규암면,의료편의,의료시설,요양병원,3
부여농협농산물공판장,126.931415777539,36.2838597526004,부여군,부여읍,쇼핑,음식료,농수축산물점,3
부여다사랑병원,126.8698339455,36.22886612616559,부여군,장암면,의료편의,의료시설,일반병원,3
부여도서관,126.91591715684092,36.28372079290863,부여군,부여읍,생활편의,문화생활시설,도서관,3
부여돈까스,126.91240668244104,36.280539158626624,부여군,부여읍,생활편의,음식점,전문음식점,6
부여땅자연미술학교,126.822036547698,36.2921082052865,부여군,은산면,생활편의,문화생활시설,문화센터,48
부여문화원,126.9175943312535,36.279219484370685,부여군,부여읍,생활편의,문화생활시설,문화원,3
부여문화유산미디어아트,126.912806315736,36.284498464742,부여군,부여읍,여행/레저,관광명소,축제,124
부여문화재야행,126.91480618660458,36.278776905357205,부여군,부여읍,여행/레저,관광명소,축제,12
부여민박펜션,126.91669487587,36.2824987142228,부여군,부여읍,여행/레저,숙박,펜션,3
부여백제리그야구장,126.89905766289226,36.269833391736505,부여군,부여읍,여행/레저,레저/스포츠,운동장/체육관,3
부여백제휴게소/공주방향,126.79984436124052,36.25827860421992,부여군,내산면,교통편의,교통시설,고속도로휴게소,3
부여백제휴게소/서천방향,126.796705752462,36.25816748856,부여군,내산면,교통편의,교통시설,고속도로휴게소,6
부여백제휴게소/서천방향,126.79670575362182,36.25802861549067,부여군,내산면,교통편의,교통시설,고속도로휴게소,3
